id,Machine Failure Pred,Probability
136429,0,0.002361281421523186
136430,0,0.0013018478629320505
136431,0,0.0028651936958850694
136432,0,0.003436882199701644
136433,0,0.00369828521427926
136434,0,0.0028817842875442762
136435,0,0.0036944326749771164
136436,0,0.005298610564167912
136437,0,0.0011943982735110035
136438,0,0.001285024401134059
136439,0,0.0024869056490525124
136440,0,0.0025980798685488107
136441,0,0.0012489470006233176
136442,0,0.0018954718377529607
136443,0,0.0023157523083254467
136444,0,0.0053491447485073665
136445,0,0.0011221151098223343
136446,1,0.9937763697786164
136447,0,0.0024805916849367773
136448,0,0.001649524366205901
136449,0,0.0061852467707381445
136450,0,0.004050094789608329
136451,0,0.01835543781317574
136452,0,0.018534547217071644
136453,0,0.003920609634875765
136454,0,0.0014664948122904004
136455,0,0.0016720791642577326
136456,0,0.006508845265963931
136457,0,0.006109468544156589
136458,0,0.004894616302408198
136459,0,0.0035149274783102613
136460,0,0.0031572598211267794
136461,0,0.0013821576990498683
136462,0,0.017747038789875474
136463,0,0.001840469427487438
136464,0,0.002784639816341612
136465,0,0.0016908311401127609
136466,0,0.002344862563919819
136467,0,0.0013246432580794104
136468,0,0.002802044718370721
136469,0,0.0015550444376153756
136470,0,0.0025459838948028216
136471,0,0.008932056299209592
136472,0,0.006672086881395359
136473,0,0.0026523100160505335
136474,0,0.002073414073542206
136475,0,0.003637506392264965
136476,0,0.006609674989100759
136477,0,0.002509248644848541
136478,0,0.0022811047250311987
136479,0,0.0014031025769772533
136480,0,0.005573404926673044
136481,0,0.0025525446208319747
136482,0,0.026353513212733708
136483,0,0.0033782283461098774
136484,0,0.001247230265550617
136485,0,0.0014943117020033406
136486,0,0.00219850752809597
136487,0,0.0015524534663446377
136488,0,0.004277356469496865
136489,0,0.0011894773017452195
136490,0,0.021932571187482305
136491,0,0.003974656744897676
136492,0,0.003485374674217789
136493,0,0.0035065186957298797
136494,0,0.0012293222301956674
136495,0,0.002544278443893918
136496,0,0.004533329360526749
136497,0,0.002435207066771793
136498,0,0.00907440964489885
136499,0,0.0015289850960959032
136500,0,0.0008537669139165085
136501,0,0.0015201622157540882
136502,0,0.005634295161522799
136503,0,0.002931722238606843
136504,0,0.0013427270536091847
136505,0,0.0012540824771429683
136506,0,0.002739156207377068
136507,0,0.0007470798586642896
136508,0,0.001271850551802424
136509,0,0.003861127689517359
136510,0,0.0017292308253826483
136511,0,0.009703400226242581
136512,0,0.001017086754615911
136513,0,0.006372927893229772
136514,0,0.0021240960408889665
136515,0,0.002419571299310006
136516,0,0.003354379536520887
136517,0,0.0017950231075043962
136518,0,0.0017010436343622279
136519,0,0.0027286317807232088
136520,0,0.0021660294544836524
136521,0,0.0018680986770049542
136522,0,0.002945680233418661
136523,0,0.0012634838942381782
136524,0,0.001462726495861038
136525,0,0.004870849243073345
136526,0,0.0060620121304919795
136527,0,0.007207429364620825
136528,0,0.0012262058774419142
136529,0,0.006153326540871111
136530,0,0.0028674174599289132
136531,0,0.0034981584623052495
136532,0,0.0035465151567310206
136533,0,0.0032992365221420567
136534,0,0.0005849445367182975
136535,0,0.002522040654955759
136536,0,0.002303214735848508
136537,0,0.0009095159378208512
136538,0,0.005225108833855683
136539,0,0.0013759319625087335
136540,0,0.002207430656746778
136541,0,0.0008925006661901303
136542,0,0.004067747247854678
136543,0,0.007633355182467575
136544,0,0.0023294249468773804
136545,0,0.003977985941783747
136546,0,0.0009021499597065623
136547,0,0.003036129882066149
136548,0,0.002411221240139673
136549,0,0.0020111862590873135
136550,0,0.006935597196614938
136551,0,0.0014932358285697379
136552,0,0.0017044102243403865
136553,0,0.001399196482907097
136554,0,0.002791705852453292
136555,0,0.013320574612599322
136556,0,0.006322812234624294
136557,0,0.004068926358256752
136558,0,0.003945220672263087
136559,0,0.0027895945114255944
136560,0,0.005328536185646943
136561,0,0.007176615082708017
136562,0,0.00200591132472476
136563,0,0.002940966505460064
136564,0,0.0017878230990969266
136565,0,0.016757081353966686
136566,0,0.0012329536910004179
136567,0,0.0047444928608572755
136568,0,0.0037293969306858078
136569,0,0.003941486042764361
136570,0,0.0009203948717273683
136571,0,0.0065299708065391275
136572,0,0.003964780416265426
136573,0,0.001599618815483582
136574,0,0.005335626899623866
136575,0,0.0014818568811798326
136576,0,0.004888177865748549
136577,0,0.0052303688336253346
136578,0,0.001439042592373844
136579,0,0.005672707646671115
136580,0,0.001483861490960538
136581,0,0.001368460652747897
136582,0,0.0013011803534121605
136583,0,0.001527841405264537
136584,0,0.002008711092931652
136585,0,0.003657182918207287
136586,0,0.045341124405555266
136587,0,0.0009618485079257032
136588,0,0.00545422677767559
136589,0,0.0029573557978860134
136590,0,0.0015171070128232422
136591,0,0.003167893226796327
136592,0,0.00815240093888715
136593,0,0.005167163505240285
136594,0,0.0005620914961651282
136595,0,0.0017652960899324965
136596,0,0.0014669637726199547
136597,0,0.0016461335798051255
136598,0,0.004869511611207424
136599,0,0.002424518801685652
136600,0,0.002009158745002431
136601,0,0.004501231785539187
136602,0,0.006223939771051095
136603,0,0.0031825265765833286
136604,0,0.0013355296572654487
136605,0,0.006693216626248239
136606,0,0.0023147650106033688
136607,0,0.003967084849205313
136608,0,0.002506771884348471
136609,0,0.004531266361864835
136610,0,0.005081030825620659
136611,0,0.0010201623115665547
136612,0,0.001996073116875712
136613,0,0.0029705338515123606
136614,0,0.0011733589426850513
136615,0,0.0007896882059887362
136616,0,0.0017005784183345383
136617,0,0.00897521368869614
136618,0,0.0021432196855710314
136619,0,0.00215790249306423
136620,0,0.0018525052709114774
136621,0,0.0027748634381053183
136622,0,0.0017895927088510451
136623,0,0.0012728646077818158
136624,0,0.0015175270026073539
136625,0,0.0034790623763236005
136626,0,0.0004167812023571522
136627,0,0.003521882019273466
136628,0,0.0034228288388831176
136629,0,0.0004422886791237256
136630,0,0.001169901107749319
136631,0,0.005729077837110256
136632,0,0.0036224593794452484
136633,0,0.0016163635378672284
136634,0,0.0016406239097715442
136635,0,0.011287329266573885
136636,0,0.013188777607741559
136637,0,0.0033172073797071034
